FID,FID_1,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_tx,region,region_txt,provstate,city,latitude,longitude,specificit,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternativ,alternat_1,multiple,success,suicide,attacktype,attackty_1,attackty_2,attackty_3,attackty_4,attackty_5,targtype1,targtype1_,targsubtyp,targsubt_1,corp1,target1,natlty1,natlty1_tx,targtype2,targtype2_,targsubt_2,targsubt_3,corp2,target2,natlty2,natlty2_tx,targtype3,targtype3_,targsubt_4,targsubt_5,corp3,target3,natlty3,natlty3_tx,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain,guncerta_1,guncerta_2,individual,nperps,nperpcap,claimed,claimmode,claimmode_,claim2,claimmode2,claimmod_1,claim3,claimmode3,claimmod_2,compclaim,weaptype1,weaptype1_,weapsubtyp,weapsubt_1,weaptype2,weaptype2_,weapsubt_2,weapsubt_3,weaptype3,weaptype3_,weapsubt_4,weapsubt_5,weaptype4,weaptype4_,weapsubt_6,weapsubt_7,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propexte_1,propvalue,propcommen,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcoun,ransom,ransomamt,ransomamtu,ransompaid,ransompa_1,ransomnote,hostkidout,hostkido_1,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,FID_2,SOA_CODE,SOA_LABEL,SOA,SOA_CODE_1,All_usual,Religion or religion brought up in: Catholic,Religion or religion brought up in: Protestant and Other Christian (including Christian related),Religion or religion brought up in: Other religions,Religion or religion brought up in: None,Religion or religion brought up in: Catholic (%),Religion or religion brought up in: Protestant and Other Christian (including Christian related) (%),Religion or religion brought up in: Other religions (%),Religion or religion brought up in: None (%)
68,125,2.0131E+11,2013,10,29, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597285,-5.93012,1,0, ,"10/29/2013: A letter bomb mailed to Theresa Villiers, Secretary of State for Northern Ireland, was intercepted and defused in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility; however, authorities attribut",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,2,Government (General),18,"Government Personnel (excluding police, military)",Government of Great Britain,Secretary of State for Northern Ireland: Theresa Villiers,216,Great Britain,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,9,Letter Bomb,0, ,0, , , , , , , , , ,A letter bomb was intercepted and defused in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Letter bomb sent to Theresa Villiers, the top UK official in Northern Ireland,"" GlobalPost, October 30, 2013.","""Letter bomb defused at Stormont Castle in Belfast,"" Newstalk, October 29, 2013.","""Northern Ireland minister sent letter bomb,"" The Land Australia, October 30, 2013.",START Primary Collection,0,0,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
69,127,2.01311E+11,2013,11,8, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597285,-5.93012,1,0,The incident occurred in the Tallycarnet area at Kingsway Park.,"11/08/2013: An explosive device attached to the vehicle of a former police officer was discovered and defused in Tallycarnet neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident;",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Former Officer,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , ,"The specific motive is unknown; however, sources noted that the attack occurred right before Rememberance weekend.",0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,A car bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Ex-policeman in Belfast spots bomb under his car,"" The Associated Press, November 8, 2013.","""Car bombers 'directly linked' to PIRA,"" UTV, November 11, 2013.","""C DISTRICT: Viable explosive device discovered Kingsway Park, Tullycarnet, East Belfast,"" Police Service of Northern Ireland, November 8, 2013.",START Primary Collection,0,0,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
70,130,2.01311E+11,2013,11,24, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.598326,-5.925494,1,0,The incident occurred in the Ardoyne neighborhood of the city and concluded in the Victoria Square area of the city.,"11/24/2013: Assailants hijacked a vehicle in Ardoyne neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. An explosive device was then planted in the vehicle and the driver was forced to park near the Victoria Square Shopping C",1,1,1,0,0, ,0,1,0,4,Hijacking,3,Bombing/Explosion,0, ,1,Business,7,Retail/Grocery/Bakery,Victoria Square Shopping Complex,Shopping Mall,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,A 60kg beer keg bomb in a car was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,1,1,0,-99, , , ,0, , , , , ,2,Hostage(s) released by perpetrators,1, ,"""IRA car bomb targets Belfast's top shopping mall,"" The Associated Press, November 25, 2013.","""Bomb partially explodes in Belfast, nobody wounded,"" Reuters, November 25, 2013.","""Oglaigh na hEireann claims bomb responsibility - Dissident group behind city attack,"" The Irish News, November 29, 2013.",START Primary Collection,0,0,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
71,136,2.01312E+11,2013,12,17, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597285,-5.93012,1,0, ,"12/17/2013: A firebomb detonated prematurely while being carried to a golf store in the center of Belfast city, Belfast district, Northern Ireland, United Kingdom. The man carrying the device was severely injured in the incident. No group claimed respons",0,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,0, ,0, ,1,Business,7,Retail/Grocery/Bakery,Golf Madness,Golf Store,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , ,"The specific motive is unknown; however, sources speculated the dissident republicans had increased attacks prior to Christmas in order to impede holiday commerce.",0,0, ,0,1,0,0,0, ,0,0, , , , ,0,8,Incendiary,20,Gasoline or Alcohol,0, ,0, , , , , , , , , ,An incendiary bomb prematurely detonated in the attack.,0,0,0,1,0,1,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,There is doubt that this incident meets terrorism-related criteria. Sources suspected that the attack may have been the result of criminal activity.,"""BBC News - Belfast fire bomb: Tactic a relic of Troubles,"" BBC Online, December 17, 2013.","""Man 'burst into flames' in shop,"" BBC, December 17, 2013.","""Anger after fire bomb ignites in city store,"" Herald Scotland, December 17, 2013.",START Primary Collection,0,0,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
72,151,2.0141E+11,2014,10,6, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597207,-5.93039,1,0, ,"10/06/2014: Assailants opened fire on a civilian in his home in Belfast city, Belfast district, Northern Ireland, United Kingdom. The civilian was injured in the attack. Oglaigh na hEireann claimed responsibility for the incident, stating that Donnelly w",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Suspected Informant: Noel Donnelly,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , ,Oglaigh na hEireann claimed responsibility for the incident and stated that Noel Donnelly was targeted because he was using the group's name in order to gain financial resources.,0,0, ,0,-99,0,1,9,Other,0,0, , , , ,0,5,Firearms,4,Rifle/Shotgun (non-automatic),0, ,0, , , , , , , , , ,A shotgun was used in the attack.,0,0,0,1,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""West Belfast shooting victim Noel Donnelly (37) in critical condition,"" Belfast Telegraph, October 8, 2014.","""ONH mount attacks in Belfast,"" Irish Republican News, October 11, 2014.", ,START Primary Collection,0,0,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
73,152,2.0141E+11,2014,10,7, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.596925,-5.927234,1,0, ,"10/07/2014: Assailants threw an explosive device at a police patrol van near a church in Belfast city, Belfast district, Northern Ireland, United Kingdom. The device failed to detonate and no one was injured. Oglaigh na hEireann claimed responsibility fo",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol Vehicle,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Pipe bomb was attack on officers say police,"" The Irish News, October 8, 2014.","""Bomb intended to kill police discovered after call to parish priest,"" TheJournal.ie, October 7, 2014.","""Bomb attack on police condemned,"" UTV, October 7, 2014.",START Primary Collection,0,0,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
74,157,2.01411E+11,2014,11,16, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597229,-5.930178,1,0, ,"11/16/2014: Assailants launched an explosive device at a police vehicle on Twaddell Avenue in Belfast city, Belfast district, Northern Ireland, United Kingdom. No casualties were reported, but the vehicle was slightly damaged by the blast. The New Irish",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Vehicle,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,1,0,1,4,E-mail,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",0, ,0, , , , , , , , , ,A homemade rocket launcher was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Police vehicle 'struck by device',"" BBC, November 17, 2014.","""Explosive device hits PSNI patrol,"" Breaking News.ie, November 17, 2014.","""Dissidents unveil homemade rocket launcher targeting police,"" Irish Mirror, November 19, 2014.",START Primary Collection,1,1,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
75,163,2.01502E+11,2015,2,5, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.595061,-5.920055,1,0,The incident occurred in the Friendly Street area of the city.,"02/05/2015: An explosive device was discovered and safely defused in Friendly Street area, Belfast city, Belfast district, Northern Ireland, United Kingdom. This was one of four related attacks near midnight between February 4 and February 5, 2015. No gr",1,1,1,0,0, ,1,0,0,3,Bombing/Explosion,0, ,0, ,20,Unknown,0, ,Unknown,Unknown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Police probe Belfast alerts 'link',"" UTV, February 5, 2015.","""Fears over dissident drugs war after three pipe-bomb attacks in Belfast,"" One News Page United Kingdom, February 6, 2015.", ,START Primary Collection,0,0,1,1,"201502050030, 201502040037, 201502050029, 201502050051",271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
76,168,2.01503E+11,2015,3,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.596954,-5.930498,1,0, ,"03/09/2015: Assailants took a security guard hostage and set fire to two earth movers at a construction site in Belfast city, Northern Ireland, United Kingdom. The hostage was unharmed and there were no other reported casualties in the attack. No group c",1,1,1,0,0, ,0,1,0,5,Hostage Taking (Barricade Incident),7,Facility/Infrastructure Attack,0, ,1,Business,12,Construction,Unknown,Earth Movers,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,8,Incendiary,18,Arson/Fire,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Two earthmovers were damaged in this attack.,1,1,0,-99, , , ,0, , , , , ,2,Hostage(s) released by perpetrators,1, ,"""Two more diggers burned as dissident republicans step up extortion at building sites,"" Belfast Media, March 13, 2015.", , ,START Primary Collection,0,0,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
77,178,2.01506E+11,2015,5,31, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.596578,-5.930778,1,0,The incident occurred on Monog road.,"05/31/2015: Assailants damaged and set fire to a house belonging to a football star, Danny O'Callaghan, in Belfast city, Northern Ireland, United Kingdom. There were no reported casualties; however, the house was damaged. No group claimed responsibility;",0,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,0, ,0, ,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House of Athlete: Danny O'Callaghan,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,8,Incendiary,18,Arson/Fire,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0,There is reason to doubt that this incident meets terrorism-related criteria because it may have been a criminal act without a larger motive.,"""Arson attack guts new home of GAA player,"" UTV, June 3, 2015.","""IRA gang blamed for fire attack on home of GAA star,"" Belfast Telegraph, June 3, 2015.", ,START Primary Collection,1,1,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
78,185,2.01509E+11,2015,9,10, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597285,-5.937316,1,0,The incident occurred in the Twinbrook area.,"09/10/2015: Assailants opened fire on a civilian house in Twinbrook neighborhood, Belfast, Northern Ireland, United Kingdom. No one was injured in the attack. No group claimed responsibility; however, sources suspected that dissident republicans were inv",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,5,Firearms,4,Rifle/Shotgun (non-automatic),0, ,0, , , , , , , , , ,A shotgun was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Shotgun attack on house,"" Belfast Telegraph, September 11, 2015.", , ,START Primary Collection,0,0,1,1, ,271,95GG39S1,Shaftesbury_1,Shaftesbury 1,95GG39S1,2409,1366,560,310,173,56.7,23.25,12.87,7.18
79,207,2.01605E+11,2016,5,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607535,-5.936661,1,0,The incident occurred at Carlisle Square in the New Lodge area.,"05/09/2016: Assailants shot and injured a civilian in Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; hwoever, sources attributed the attack to dissident republicans.",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,0,0,0,1,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Teenager injured in 'punishment shooting' in Belfast,"" Breaking News.ie, May 9, 2016.","""Outrage at three gun attacks in Belfast over 24 hours,"" One News Page United Kingdom, May 10, 2016.","""Irish terror attack fears,"" The Courier Mail/The Sunday Mail (Australia), May 12, 2016.",START Primary Collection,0,0,1,1, ,275,95GG40S2,Shankill_2,Shankill 2,95GG40S2,2119,180,1767,14,158,8.49,83.39,0.66,7.46
80,7,2.00007E+11,2000,7,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Stewartstown,54.577389,-6.677339,1,0,Tyrone (County),"07/09/2000: A car bomb exploded outside of a police station in Stewartstown, Northern Ireland, hours before the country's more contentious Protestant parade. Police believed that dissidents from the Irish Republican Army (IRA) were opposed to the peace p",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,3,Police,22,"Police Building (headquarters, station, school)",Northern Ireland Police,Police Station in Stewartstown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Irish Republican Army (IRA), , , , , ,Unknown,1,0, ,0,0,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,A car bomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),0,Windows of the police station were damaged and a gasoline station nearby was badly damaged as a result of the incident.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Car bomb explodes outside N Ireland police station,” Agence France Presse, July 9, 2000.","Shawn Pogatchnik, “Car bomb blasts police station in Catholic town before march,” The Associated Press, July 9, 2000.", ,CETIS,0,0,1,1, ,405,95KK14W1,Stewartstown,Stewartstown,95KK14W1,2041,931,1089,2,19,45.61,53.36,0.1,0.93
81,15,2.00101E+11,2001,1,14, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Cookstown,54.645861,-6.745149,1,0,Tyrone (County),"01/14/2001: A bomb made of a coffee jar was thrown at a police car in Cookstown, Northern Ireland. No one was harmed, and the Real Irish Republican Army (RIRA) was believed to be responsible.",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Northern Ireland police,Cookstown Police,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,Unknown,1,0, ,0,0,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,1,3,Minor (likely < $1 million),0,There was damage to a police car.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Darwin Templeton, “Explosion Rocks Police Officers' Car,” Belfast Telegraph, January 15, 2001.","Ian Graham, “Bomb Attack Officers ‘Within Split Second of Death’,” Press Association, January 15, 2001.","“MP Accuses IRA of Bomb Attack,” The Belfast News Letter, January 16, 2001.",CETIS,0,0,1,1, ,407,95KK16W1,Tullagh,Tullagh,95KK16W1,2216,1624,481,8,103,73.29,21.71,0.36,4.65
82,93,2.01211E+11,2012,11,1, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Portadown,54.42071,-6.443767,1,1, ,"11/01/2012: Assailants shot and killed a prison officer as he was driving his vehicle to work near Portadown town, Craigavon district, Northern Ireland, United Kingdom. The New Irish Republican Army claimed responsibility for the incident. The officer wo",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,3,Police,25,Police Security Forces/Officers,Maghaberry Prison,Officer: David Black,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , ,"Specific motive is unknown; however, prison inmates had been protesting practices at the prison for more than a year.",0,0, ,0,-99,0,1,2,Call (post-incident),0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,1,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""New IRA faction claims Northern Ireland killing,"" Associated Press Online, November 12, 2012.","""Two released after being held in N.Ireland prison officer's murder,"" Reuters News, November 4, 2012.","""Clinton condemns killing of Northern Ireland prison officer,"" dpa International Service in English, November 3, 2012.",START Primary Collection,1,1,1,1, ,411,95LL02S2,Annagh_2,Annagh 2,95LL02S2,1430,509,738,38,145,35.59,51.61,2.66,10.14
83,69,2.01007E+11,2010,7,12, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lurgan,54.463526,-6.334551,1,0,"County Armagh. The attack occurred in Lurgan, County Armagh.","07/12/2010: On Monday night, in Lurgan, County Armagh, Northern Ireland, at least 50 youths attacked police on the nationalist Kilwilkie estate. Seven petrol bombs were thrown at officers from the Police Service of Northern Ireland. No damage or casualti",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland,Police,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Irish Republican Extremists, , , , , ,The specific motive for the attack is unknown.,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,Seven petrol bombs were used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Guardian, ""Northern Ireland Police Shot in Wave of Belfast Violence,"" Guardian, July 12, 2010, http://www.guardian.co.uk/uk/2010/jul/12/northern-ireland-police-officers-shot.","Belfast Telegraph, ""Police Hunt for Gunman after Shots Are Fired at Patrol Car,"" LexisNexis Academic, Belfast Telegraph, July 13, 2010.", ,ISVG,0,0,1,1, ,421,95LL09S1,Court_1,Court 1,95LL09S1,1467,1240,153,13,61,84.53,10.43,0.89,4.16
